土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市士林區永平街９巷１８弄８號,14600000,141076,0,0,63000,士林區,房地(土地+建物),25.09006999,121.504327,永倫里,30.39,都市：其他:道路用地(公共設施用地)。67/5/16,NA,NA,1130127,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700129,103.49,0,0,0,無,無,NA,陽台外推；其他增建；,RPUNMLQJLHJGFEA08DA,89.91,13.58,0,無,NA,2024/1/27,583,14.17566864,13.76826741,14.73890113,0,71.43602485,1,0,0,0,0,0,0,0,0,0,23,14,0,5,1,1,2,2,0,25,"c(300870.015708571, 2775848.8769465)",臺北捷運士林站_R16,2189.747311,4850.735846,4866.993274,43
臺北市士林區社中街２１０巷９弄１６號,11000000,147493,0,0,63000,士林區,房地(土地+建物),25.09167399,121.508291,社園里,27.5,住,NA,NA,1130113,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650107,74.58,3,2,1,有,無,NA,其他增建；,RPTOMLQLJHJGFEA08DA,74.58,0,0,無,NA,2024/1/13,585,19.61713592,16.65281224,23.01663131,0,38.87023757,0,0,0,0,0,0,0,0,0,0,20,17,0,9,1,1,2,1,0,22,"c(301269.1882697, 2776028.04419879)",臺北捷運士林站_R16,1777.283378,4947.475906,4952.439937,48
臺北市士林區社子街１１５巷２０弄１３號,8000000,135893,0,0,63000,士林區,房地(土地+建物),25.08808818,121.5064965,社新里,22.25,住,NA,NA,1130120,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621217,58.87,2,1,1,有,無,NA,NA,RPUPMLTKKHJGFEA58DA,48.7,0,10.17,無,NA,2024/1/20,586,20.14773071,17.9528589,23.80424743,0,44.71924029,0,0,0,0,0,0,0,0,0,0,24,24,0,10,1,1,3,1,0,27,"c(301089.673949484, 2775630.17881341)",臺北捷運劍潭站_R15,1971.62053,4588.466118,4600.308012,51
臺北市士林區社正路４５巷１３號,12980000,112293,0,0,63000,士林區,房地(土地+建物),25.089661,121.509537,社子里,29.84,住,NA,NA,1130107,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690826,115.59,3,2,2,有,無,NA,NA,RPPPMLTLKHJGFEA18DA,103.84,0,11.75,無,463,2024/1/7,587,17.91070863,17.3251924,18.70559776,0,66.92380453,0,0,0,0,0,0,0,0,0,0,23,24,0,9,0,1,3,1,0,26,"c(301395.715517264, 2775805.54593818)",臺北捷運士林站_R16,1675.925803,4708.927416,4711.483625,44
臺北市士林區福國路５２號,26800000,183398,0,0,63000,士林區,房地(土地+建物),25.10224102,121.523628,德行里,29.1,住,NA,NA,1130112,土地5建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,671116,146.13,3,2,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPUNMLQKKHJGFEA08DA,131.52,0,14.61,有,373,2024/1/12,588,17.44573738,12.19485282,22.74626071,0,45.51604756,0,0,0,0,0,0,0,0,0,1,23,26,0,3,1,2,0,0,0,23,"c(302811.661419296, 2777204.4215203)",臺北捷運芝山站_R17,98.55068689,6113.497951,6081.69888,46
臺北市士林區福國路９８號,58000000,159854,0,0,63000,士林區,房地(土地+建物),25.10210858,121.5219716,德華里,48.62,商,NA,NA,1130105,土地1建物3車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680503,362.83,0,0,0,無,有,NA,NA,RPVNMLRKJHJGFEA18DA,292.58,0,36.29,有,NA,2024/1/5,589,18.17874865,15.1042777,22.09913836,0.365044115,62.39442585,0,0,0,0,0,0,0,0,0,1,13,20,0,3,0,0,0,1,0,13,"c(302644.65205026, 2777189.1055641)",臺北捷運芝山站_R17,69.44444639,6079.318721,6050.937364,45
臺北市士林區福壽街２７號,24480000,477659,0,0,63000,士林區,房地(土地+建物),25.09616301,121.525524,舊佳里,39.5,商,NA,NA,1130120,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,540901,51.25,0,2,1,有,無,NA,NA,RPQNMLRKKHJGFEA87EA,51.25,0,0,無,NA,2024/1/20,590,20.19344963,17.96518477,23.9098713,0,38.50188238,0,0,0,0,0,0,2,0,0,0,27,61,0,8,0,0,0,1,1,27,"c(303005.508218963, 2776531.92551239)",臺北捷運士林站_R16,429.6969805,5478.074089,5440.064991,59
臺北市士林區福壽街５８號,16200000,261290,0,0,63000,士林區,房地(土地+建物),25.096838,121.525512,舊佳里,11.35,商,NA,NA,1130110,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030905,62,2,1,1,有,有,NA,NA,RPVNMLLMJHJGFEA77DA,33.76,1.34,3.06,有,399,2024/1/10,591,16.3379215,13.30766502,18.11380067,0.450591687,66.02750019,0,0,0,0,0,0,1,0,0,0,26,49,0,8,0,0,0,1,1,26,"c(303004.008384024, 2776606.68743761)",臺北捷運士林站_R16,504.3106456,5551.409676,5513.712072,10
臺北市士林區福榮街３５號,23000000,381110,0,0,63000,士林區,房地(土地+建物),25.09659799,121.526978,舊佳里,48.5,都市：其他:第一種商業區。,NA,NA,1130120,土地3建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,530906,60.35,2,1,1,有,無,NA,陽台加窗。其他增建；,RPOOMLOJLHJGFEA37DA,60.35,0,0,無,NA,2024/1/20,592,20.22138018,17.97792164,23.88360217,0,38.57136092,0,0,0,0,0,0,2,0,0,0,25,54,0,3,0,0,0,1,1,25,"c(303151.977442297, 2776580.67783644)",臺北捷運士林站_R16,488.5359264,5553.634943,5512.577345,60
臺北市士林區福港街１２９巷１０弄１０號,16000000,203304,0,0,63000,士林區,房地(土地+建物),25.08773199,121.518532,福中里,22.5,商,NA,NA,1130105,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640423,78.7,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLQJKHJGFEA57EA,78.7,0,0,無,NA,2024/1/5,593,18.10312683,15.04020914,22.19941121,0.429771828,68.12024383,0,0,0,0,0,1,1,0,0,0,25,19,0,8,1,1,0,0,0,25,"c(302303.849793801, 2775595.3287457)",臺北捷運劍潭站_R15,858.2084577,4463.037893,4440.275253,49
臺北市士林區福港街１８巷１５號,19100000,177559,0,0,63000,士林區,房地(土地+建物),25.09081301,121.517672,後港里,28.74,住,NA,NA,1130113,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740606,107.57,3,2,1,有,無,NA,陽台外推；頂樓加蓋；其他增建；,RPPNMLNLJHJGFEA27DA,87.55,0,9.74,無,NA,2024/1/13,594,19.60032488,16.72007287,23.04046538,0,37.59139985,0,1,0,0,0,1,0,0,0,0,21,20,0,7,1,2,0,0,0,21,"c(302215.795041328, 2775936.26856693)",臺北捷運士林站_R16,845.8552551,4799.300042,4779.306654,39
臺北市士林區至善路二段１２１號,18000000,197998,0,0,63000,士林區,房地(土地+建物),25.09863102,121.547026,臨溪里,69.72,NA,NA,NA,1130101,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750902,90.91,1,3,1,有,無,NA,其他增建；,RPQNMLMJJHJGFEA07DA,82.88,8.03,0,無,NA,2024/1/1,596,17.15157242,16.35760375,18.22044392,0,87.94012515,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,5,"c(305173.183082998, 2776813.90829362)",臺北捷運劍南路站_BR15,1735.041972,6315.319432,6406.958306,38
臺北市士林區通河東街一段１０５巷１弄９號,10000000,96927,0,0,63000,士林區,房地(土地+建物),25.08563299,121.516386,福中里,41.75,住,NA,NA,1130108,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661214,103.17,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPTNMLRJKHJGFEA97DA,85.85,17.32,0,無,NA,2024/1/8,601,19.03736831,17.11038942,21.56829929,0,52.3931647,0,0,0,0,0,1,1,0,0,0,20,13,0,5,1,1,0,0,0,20,"c(302088.267513788, 2775362.00236338)",臺北捷運劍潭站_R15,938.520966,4221.98629,4205.460999,47
臺北市士林區通河東街一段１３０巷６號,10000000,89381,0,0,63000,士林區,房地(土地+建物),25.08688001,121.51637,福中里,41.75,住,NA,NA,1130117,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661222,111.88,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLMLKHJGFEA08EA,98.6,0,13.28,無,NA,2024/1/17,602,21.6592396,19.20078518,24.39918863,0,43.45279628,0,0,0,0,0,1,0,0,0,0,16,13,0,5,1,1,0,0,0,16,"c(302086.124791862, 2775500.12334413)",臺北捷運劍潭站_R15,992.8667248,4360.071787,4343.598127,47
臺北市士林區重慶北路四段１９０巷５弄５號,15000000,172354,0,0,63000,士林區,房地(土地+建物),25.08503402,121.512017,葫東里,37,住,NA,NA,1130109,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,571209,87.03,1,1,1,有,無,NA,壹樓空地增建 平台外推其他增建；,RPSOMLNLJHJGFEA77EA,87.03,0,0,無,NA,2024/1/9,605,18.85145946,17.24994237,22.014838,2.495981393,51.82269888,0,0,0,0,0,0,2,0,0,0,20,28,0,10,0,1,1,0,0,21,"c(301647.808444492, 2775293.97987938)",臺北捷運劍潭站_R15,1350.290526,4171.731839,4168.908507,56
臺北市士林區重慶北路四段２４４號,13000000,137770,0,0,63000,士林區,房地(土地+建物),25.086541,121.511329,葫東里,31.25,住,NA,NA,1130115,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,590605,94.36,2,1,1,有,無,NA,NA,RPPNMLTLJHJGFEA87DA,94.36,0,0,無,153,2024/1/15,606,17.43238578,15.41265698,20.1731047,2.679841143,55.23937341,0,0,0,0,0,0,2,0,0,0,25,33,0,12,0,1,2,0,0,27,"c(301577.777563389, 2775460.6394244)",臺北捷運劍潭站_R15,1455.574147,4344.522135,4343.239109,54
臺北市士林區雨聲街１５巷１０號,21000000,174506,0,0,63000,士林區,房地(土地+建物),25.10110699,121.528761,名山里,36.43,住,NA,NA,1130116,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710719,120.34,3,2,2,有,無,NA,陽台外推；,RPSOMLMLKHJGFEA67DA,97.2,0,11.94,無,401,2024/1/16,608,17.86119364,16.39580242,19.92407929,0,43.30969688,0,0,0,0,0,0,1,0,0,0,17,13,0,1,0,2,0,1,0,17,"c(303329.862058745, 2777080.82628712)",臺北捷運芝山站_R17,625.4968095,6079.775088,6037.102583,42
臺北市士林區雨聲街１５巷２之１號,6000000,171920,0,0,63000,士林區,房地(土地+建物),25.10126302,121.529153,名山里,10.49,住,NA,NA,1130118,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710719,34.9,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；其他增建；,RPPNMLOLJHJGFEA37DA,26.71,0,4.83,無,NA,2024/1/18,609,20.662254,17.50905346,24.82485966,0,47.16041127,0,0,0,0,0,0,1,0,0,0,18,12,0,1,0,2,0,1,0,18,"c(303369.333647528, 2777098.26392175)",臺北捷運芝山站_R17,661.7329543,6105.313376,6061.93374,42
臺北市士林區雨聲街８３巷６號,20300000,181072,0,0,63000,士林區,房地(土地+建物),25.104416,121.52872,名山里,39.92,住,NA,NA,1130108,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730418,112.11,2,2,2,有,無,NA,陽台外推；頂樓加蓋；,RPUNMLQJKHJGFEA97DA,98.4,0,12.3,無,NA,2024/1/8,610,19.08444564,17.21702971,21.5155136,0,46.75903889,0,0,0,0,0,0,1,0,0,1,25,24,0,9,1,2,0,0,0,25,"c(303324.293110859, 2777447.33691407)",臺北捷運芝山站_R17,662.0088215,6437.244485,6396.101067,40
臺北市大同區南京西路２５０巷９號,3950000,97821,0,0,63000,大同區,房地(土地+建物),25.05332,121.515552,圓環,10.5,商,NA,NA,1130103,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701113,40.38,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLQLJHJGFBA37DA,36.25,0,4.13,無,148,2024/1/3,613,15.82831229,13.83938663,18.14784198,3.848346406,59.71703465,2,0,0,0,0,1,0,0,0,1,58,59,0,4,2,1,0,7,0,58,"c(302017.786326557, 2771782.50882783)",臺北捷運中山站_G14_R11,391.8895512,642.4240494,642.2934876,43
臺北市大同區哈密街７０巷３號,13500000,200684,0,0,63000,大同區,房地(土地+建物),25.07308398,121.517315,保安里,23,住,NA,NA,1130106,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,560929,67.27,3,2,1,有,無,NA,其他增建；,RPVNMLRKKHJGFBA97DA,67.27,0,0,無,NA,2024/1/6,616,18.48371448,15.70882103,22.71342169,0,92.23891646,1,0,0,0,0,1,0,0,0,0,23,23,0,6,1,0,1,9,0,24,"c(302187.302995363, 2773972.35854239)",臺北捷運圓山站_R14,367.5128593,2836.06122,2815.214149,57
臺北市大同區哈密街８３巷５號,14000000,197712,0,0,63000,大同區,房地(土地+建物),25.07304098,121.514804,保安里,23.75,商,NA,NA,1130120,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580415,70.81,3,2,2,有,無,NA,凸窗陽台外推；其他增建；,RPUNMLQJLHJGFBA77DA,67.26,0,3.55,無,514,2024/1/20,617,20.08504678,17.94832358,23.37820676,0,47.33101305,2,0,0,0,0,1,0,0,0,0,25,22,0,10,2,1,1,6,0,26,"c(301933.999206092, 2773966.62877402)",臺北捷運圓山站_R14,571.6994287,2828.125109,2818.847103,55
臺北市大同區寧夏路１６５號,19500000,248471,0,0,63000,大同區,房地(土地+建物),25.06155501,121.514243,民權里,8.79,商,NA,NA,1130101,土地2建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001207,78.48,2,1,1,有,有,NA,NA,RPPOMLNLJHJGFBA07DA,43.08,3.01,6.73,有,NA,2024/1/1,620,17.19670611,16.60809723,18.1004541,0,93.81258307,0,0,0,0,0,2,1,0,0,0,36,42,0,8,3,2,2,6,0,38,"c(301882.241898945, 2772694.1616071)",臺北捷運大橋頭站_O12,457.4433494,1561.401736,1562.660028,13
臺北市大同區寧夏路２０號,16500000,247533,15.69,1200000,63000,大同區,房地(土地+建物)+車位,25.05483201,121.514826,星明里,5.98,商,NA,NA,1130119,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130,77.5,2,2,1,有,有,升降機械,夾層；,RPOPMLRLKHJGFBA57DA,36.07,2.56,2.24,有,NA,2024/1/19,621,21.30525739,17.71348153,24.26673243,0,52.38425004,2,0,0,0,0,1,0,0,0,0,57,62,0,5,4,2,1,10,0,58,"c(301943.900722781, 2771949.70863088)",臺北捷運中山站_G14_R11,506.0013636,814.5817278,822.6492377,13
臺北市大同區寧夏路３２號,9650000,212555,0,0,63000,大同區,房地(土地+建物),25.05594102,121.515145,星明里,4.21,商,NA,NA,1130107,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711224,45.4,2,1,1,有,有,NA,陽台外推；,RPUNMLNLKHJGFBA57DA,30.09,0,5.77,有,447,2024/1/7,622,17.9323089,17.58933271,18.28801092,0,72.58410803,2,0,0,0,0,1,0,0,0,0,45,64,0,8,4,2,1,7,0,46,"c(301975.620911434, 2772072.67118549)",臺北捷運中山站_G14_R11,540.5327141,934.2782,934.7519846,42
臺北市大同區延平北路二段２４７巷１８之３號,14000000,167344,0,0,63000,大同區,房地(土地+建物),25.06221701,121.512003,南芳里,25.82,商,NA,NA,1130128,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660905,83.66,3,1,1,有,無,NA,其他增建；,RPWNMLOJLHJGFBA77DA,67.53,0,16.13,無,NA,2024/1/28,625,13.78117367,12.98436235,14.53237767,0.5,96.56306704,1,0,0,0,0,2,1,0,0,0,34,36,0,7,3,2,2,7,0,36,"c(301655.967700344, 2772766.63137221)",臺北捷運大橋頭站_O12,223.7086847,1670.084565,1687.87761,47
臺北市大同區延平北路二段２４７巷３之８號,9880000,178856,0,0,63000,大同區,房地(土地+建物),25.06233901,121.511992,南芳里,19.54,商,NA,NA,1130123,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670204,55.24,2,1,1,有,無,NA,NA,RPQNMLQLKHJGFBA57EA,42.42,3.08,9.74,無,NA,2024/1/23,626,9.091551054,7.407689164,10.04298979,9.323496862,44.85416647,1,0,0,0,0,2,1,0,0,0,34,37,0,8,3,2,2,8,0,36,"c(301654.808726844, 2772780.14042589)",臺北捷運大橋頭站_O12,215.7218162,1683.504169,1701.110413,46
臺北市大同區承德路三段２３７號,47200000,235189,35.94,0,63000,大同區,房地(土地+建物)+車位,25.07086701,121.518741,至聖里,23,商,NA,NA,1130108,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020419,200.69,3,2,2,有,有,坡道平面,陽台外推；其他增建；,RPSNMLPKKHJGFBA47DA,94.87,5.72,14.31,有,470,2024/1/8,628,18.99176093,17.09501397,21.07544022,0,57.00534478,0,0,0,0,0,1,0,0,0,0,20,21,0,5,0,0,0,7,0,20,"c(302332.105446633, 2773727.3451084)",臺北捷運圓山站_R14,114.2186675,2603.904768,2575.558082,11
臺北市大同區承德路三段７號,77280000,276046,118.2,8100000,63000,大同區,房地(土地+建物)+車位,25.06353301,121.51851,蓬萊里,33.42,商,NA,NA,1130131,土地3建物1車位3,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990903,368.8,3,2,3,有,有,坡道平面,NA,RPVNMLQLKHJGFBA97DA,144.67,13.74,10.36,有,NA,2024/1/31,630,21.05674989,18.02365896,25.43492301,0,62.95944844,1,1,0,0,0,0,1,0,0,0,38,44,0,7,0,2,1,7,0,39,"c(302311.915364858, 2772914.90005612)",臺北捷運民權西路站_O11_R13,142.4462917,1795.894357,1763.821708,14
臺北市大同區承德路三段８３號,23800000,192448,0,3000000,63000,大同區,房地(土地+建物)+車位,25.06583301,121.518606,蓬萊里,16.08,商,NA,NA,1130106,土地2建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870212,123.67,2,2,1,有,有,升降平面,陽台外推；,RPWNMLQJKHJGFBA87DA,55.51,1.66,8.2,有,NA,2024/1/6,631,18.46534487,15.85432599,22.54239115,0,91.70835241,1,1,0,0,1,1,0,0,0,0,41,38,0,5,0,2,1,3,0,42,"c(302320.621210705, 2773169.69765668)",臺北捷運民權西路站_O11_R13,369.6406542,2049.230762,2018.49596,26
臺北市大同區承德路二段１１２號,15675000,296278,0,0,63000,大同區,房地(土地+建物),25.05865701,121.517969,雙連里,2.69,住,NA,NA,1130109,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120331,27.92,1,1,1,有,無,NA,含傢俱設備費；,RPTNMLQLKHJGFBA77DA,8.51,0,7.05,有,NA,2024/1/9,632,18.8039468,17.78271246,20.5326022,2.153904445,58.66888734,1,0,0,0,0,1,0,0,0,0,41,53,0,8,2,2,0,8,0,41,"c(302259.396515587, 2772374.59711963)",臺北捷運雙連站_R12,280.2213402,1254.325483,1221.041838,1
臺北市大同區敦煌路８８巷２號,30680000,196289,44.01,0,63000,大同區,房地(土地+建物)+車位,25.07570999,121.51717,重慶里,17.02,住,NA,NA,1130116,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981102,156.3,2,2,2,有,有,坡道平面,陽台外推；其他增建；,RPTOMLNLJHJGFBA47DA,70.73,5.85,4.2,有,467,2024/1/16,636,17.43318985,16.00818817,19.15870072,0,57.73081645,0,0,0,0,0,0,0,0,0,0,10,10,0,5,1,1,1,7,0,11,"c(302171.561577221, 2774263.1745703)",臺北捷運圓山站_R14,616.742976,3125.778511,3105.946827,15
臺北市大同區民權西路１６０巷１８弄１７號,10200000,163383,0,0,63000,大同區,房地(土地+建物),25.062279,121.515089,民權里,20.12,住,NA,NA,1130131,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661231,62.43,2,1,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLNLKHJGFBA37DA,48.18,0,14.25,無,NA,2024/1/31,641,20.98024456,17.93268371,25.41551411,0,70.9905954,0,1,0,0,0,2,1,0,0,0,38,42,0,9,3,2,1,5,0,39,"c(301967.298362571, 2772774.67927202)",臺北捷運民權西路站_O11_R13,443.345568,1635.778451,1629.44139,47
臺北市大同區民權西路３００號,17000000,177936,19.05,0,63000,大同區,房地(土地+建物)+車位,25.06283899,121.5104931,南芳里,8,都市：其他:特定專用區(供一般商業使用)。,NA,NA,1130118,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060314,95.54,1,1,1,有,有,升降平面,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLKHJGFBA86EA,43.88,4.16,3.35,有,333,2024/1/18,642,20.48028211,17.2650967,24.63072513,0,61.98249207,1,0,0,0,0,2,1,0,0,0,22,25,0,5,1,2,0,4,0,22,"c(301503.369677028, 2772834.94942976)",臺北捷運大橋頭站_O12,63.34619523,1776.317773,1803.341093,7
臺北市大同區環河北路一段３８９號,44300000,202783,0,3000000,63000,大同區,房地(土地+建物)+車位,25.061396,121.508657,南芳里,22.81,都市：其他:特定專用區(供河濱住宅使用)。,NA,NA,1130112,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021022,218.46,2,2,2,有,有,坡道平面,NA,RPWNMLMJKHJGFBA47DA,90.52,2.68,28.34,有,469,2024/1/12,643,17.02788503,12.97885258,21.31515606,0,60.29522196,1,0,0,0,0,0,0,0,0,0,16,18,0,4,1,1,1,4,0,17,"c(301318.728933345, 2772674.41830988)",臺北捷運大橋頭站_O12,259.6115807,1693.443829,1737.082593,11
臺北市大同區迪化街一段３０７巷７號,10400000,140294,0,0,63000,大同區,房地(土地+建物),25.06212031,121.5094404,南芳里,21.75,都市：其他:特定專用區(供特定商業使用)。,NA,NA,1130115,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610307,74.13,3,2,1,有,無,NA,陽台外推；,RPQNMLRJKHJGFBA47EA,74.13,0,0,無,NA,2024/1/15,646,17.52196047,16.35448759,19.02528145,2.348774707,68.31236905,1,0,0,0,0,2,1,0,0,0,18,22,0,4,1,1,0,5,0,18,"c(301397.467837261, 2772754.9443142)",臺北捷運大橋頭站_O12,149.6294987,1736.249246,1772.362548,52
臺北市大同區迪化街二段４２０號,13000000,147026,0,0,63000,大同區,房地(土地+建物),25.07401601,121.51195,老師里,26.58,都市：其他:第三種住宅區。,NA,NA,1130124,土地5建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661026,88.42,3,2,1,有,無,NA,陽台外推；,RPRNMLPJLHJGFBA47EA,66.95,0,17.63,無,507,2024/1/24,648,10.78707674,9.666005223,11.76337261,0,57.12590075,2,0,0,0,0,0,0,0,0,0,19,17,0,7,1,1,1,3,0,20,"c(301645.67520334, 2774073.53488482)",臺北捷運圓山站_R14,878.0024701,2959.039797,2962.120127,47
臺北市大同區重慶北路二段６７號,6500000,214451,0,0,63000,大同區,房地(土地+建物),25.05573801,121.514184,星明里,2.85,商,NA,NA,1130117,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720131,30.31,1,1,1,有,有,NA,NA,RPRNMLSKJHJGFBA57DA,18.9,0,3.73,有,146,2024/1/17,651,21.27257685,18.35990528,24.16401282,0,44.69555657,2,0,0,0,0,1,0,0,0,0,49,58,0,5,5,3,1,9,0,50,"c(301878.737516963, 2772049.81581632)",臺北捷運中山站_G14_R11,609.1706822,922.9573372,937.2596882,41
臺北市大同區重慶北路二段８８號,72350000,188583,0,0,63000,大同區,房地(土地+建物)+車位,25.05671702,121.513621,朝陽里,25.67,商,NA,NA,1130127,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020807,383.65,3,2,2,有,有,坡道平面,NA,RPQNMLOJLHJGFBA17DA,194.27,5.39,20.3,有,488,2024/1/27,652,14.09659607,13.83256253,14.48427317,0.460682915,76.07548092,2,0,0,0,0,0,0,0,0,0,45,55,0,8,3,3,1,8,0,46,"c(301821.527988494, 2772158.04020609)",臺北捷運雙連站_R12,710.7617177,1040.035929,1057.995721,11
臺北市大同區長安西路１３８巷５弄１號,2185834,199620,0,0,63000,大同區,房地(土地+建物),25.05012498,121.517647,建明里,5.08,商,NA,NA,1130130,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,580920,10.95,6,2,3,有,無,NA,NA,RPUNMLNLKHJGFBA67EA,10.95,0,0,無,NA,2024/1/30,654,18.53966235,17.15762586,21.16206774,0,65.45182306,1,0,0,0,0,2,0,0,0,5,61,66,0,6,2,3,0,3,0,61,"c(302230.529439282, 2771429.41864622)",臺北捷運中山站_G14_R11,365.2646515,348.4829273,280.0384388,55
臺北市大同區長安西路２９１號,7020000,193016,0,0,63000,大同區,房地(土地+建物),25.05210102,121.508937,玉泉里,5.71,商,NA,NA,1130106,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650903,36.37,1,1,1,有,有,NA,NA,RPXPMLQLJHJGFBA28DA,36.37,0,0,有,NA,2024/1/6,655,18.4529798,16.03657062,22.36319127,0,87.05896614,0,0,0,0,0,2,0,0,0,0,24,21,0,5,1,1,0,7,0,24,"c(301350.847558035, 2771644.9610292)",臺北捷運北門站_G13,312.5967023,850.8589386,948.7776738,48
