土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,nomi_address,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區中山北路二段７７巷１２號二樓,25610000,354791,15.6,1800000,63000,中山區,房地(土地+建物)+車位,25.05738602,121.524161,中山里,5.34,商,NA,NA,1130707,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,82.71,2,1,2,有,有,其他,含裝潢費；含傢俱設備費；親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQKQHJGFCA48EA,39.39,0,3.69,有,NA,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",2024/7/7,24,30.69631606,27.82184714,34.95218859,14.22424809,37.05928083,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092569,1386.133607,1297.165805,1
臺北市中山區中山北路二段７７巷１２號五樓,24060000,358516,0,0,63000,中山區,房地(土地+建物),25.05738602,121.524161,中山里,5.34,商,NA,NA,1130803,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSLQHJGFCA78EA,39.39,0,3.69,有,NA,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",2024/8/3,26,32.10135464,28.29536278,36.68901142,0,51.82245841,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092569,1386.133607,1297.165805,1
臺北市中山區中山北路二段７７巷１２號十一樓,25980000,387126,0,0,63000,中山區,房地(土地+建物),25.05738602,121.524161,中山里,5.34,商,NA,NA,1130707,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,NA,RPSNMLQKQHJGFCA38EA,39.39,0,3.69,有,NA,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",2024/7/7,27,30.69631606,27.82184714,34.95218859,14.22424809,37.05928083,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092569,1386.133607,1297.165805,1
臺北市中山區中山北路二段７７巷１２號十一樓之１,16720000,394154,0,0,63000,中山區,房地(土地+建物),25.05738602,121.524161,中山里,3.38,商,NA,NA,1130721,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,42.42,1,1,1,有,有,NA,NA,RPSNMLSLQHJGFCA68EA,23.2,0,4.04,有,NA,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",2024/7/21,28,31.91338297,29.32171712,34.80463722,0,24.29065713,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092569,1386.133607,1297.165805,1
臺北市中山區中山北路二段７７巷１２號十三樓,27700000,391351,15.6,2000000,63000,中山區,房地(土地+建物)+車位,25.05738602,121.524161,中山里,5.23,商,NA,NA,1130714,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,81.27,2,1,2,有,有,其他,NA,RPRNMLSLQHJGFCA58EA,38.46,0,3.69,有,NA,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",2024/7/14,29,31.31027853,27.40609132,34.88901142,0,33.39842968,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092569,1386.133607,1297.165805,1
臺北市中山區中山北路二段７７巷２９號八樓之２,6700000,207752,0,0,63000,中山區,房地(土地+建物),25.05755998,121.524474,中山里,4.54,商,NA,NA,1130713,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660907,32.25,1,1,1,有,有,NA,NA,RPRNMLNKQHJGFCA97EA,32.25,0,0,有,NA,"29號, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104, 臺灣",2024/7/13,31,30.35770505,28.09322913,34.95393413,0.135252292,39.45335749,63000040006,0.149033893,0.516312955,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,85,71,0,8,2,1,0,4,0,85,"c(121.524474006856, 25.0575599842973)",臺北捷運雙連站_R12,394.5860806,1420.8153,1330.872404,47
臺北市中山區伊通街８７巷１０號,23000000,305892,0,0,63000,中山區,房地(土地+建物),25.05278201,121.535706,中央里,27.67,住,NA,NA,1130714,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,541102,75.19,3,2,1,有,無,NA,其他增建；,RPOQMLKMQHJGFCA77DA,75.19,0,0,無,NA,"10號, 伊通街87巷, 中央里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",2024/7/14,34,31.35518594,27.17527526,35.20145102,0,33.4377536,63000040033,0.160586218,0.571562208,86.94,14964.56,57.31191883,35.54522399,1,0,0,0,0,0,0,0,0,0,66,52,0,8,1,2,0,0,0,66,"c(121.535706008568, 25.0527820061207)",臺北捷運松江南京站_G15_O08,289.266095,2100.340414,1972.133588,59
臺北市中山區北安路４５８巷４１弄７２號三樓,72000000,458771,40.91,3400000,63000,中山區,房地(土地+建物)+車位,25.07855564,121.5446086,永安里,26.62,住,NA,NA,1130708,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110419,190.44,2,2,2,有,有,坡道平面,NA,RPRNMLQKQHJGFCA18DA,80.35,1.89,12.88,有,NA,"43號, 北安路458巷, 永安里, 中山區, 下塔悠, 臺北市, 104, 臺灣",2024/7/8,35,28.6485502,23.31463986,34.64793737,52.17573549,32.34088274,63000040016,0.20110055,0.639194597,84.47,27543.42,54.13918205,31.86015831,0,0,0,0,0,0,0,0,0,0,10,11,0,4,1,2,0,0,1,10,"c(121.54460856763, 25.0785556415066)",臺北捷運大直站_BR14,234.682602,4507.646596,4412.689546,2
臺北市中山區北安路４５８巷５號二樓,10000000,162206,0,0,63000,中山區,房地(土地+建物),25.07931899,121.544648,永安里,20.25,商,NA,NA,1130713,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660425,61.65,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPOMLQJQHJGFCA97DA,55.16,0,6.49,無,NA,"5號, 北安路458巷, 永安里, 中山區, 下塔悠, 臺北市, 104, 臺灣",2024/7/13,36,30.2266951,27.22280259,35.4203373,4.121094674,40.90881663,63000040016,0.20110055,0.639194597,84.47,27543.42,54.13918205,31.86015831,0,0,0,0,1,0,0,0,0,0,13,13,0,5,1,2,0,1,1,13,"c(121.544647990514, 25.0793189858456)",臺北捷運大直站_BR14,206.1921273,4574.985264,4481.031967,47
臺北市中山區北安路５９５巷５號,32500000,394083,0,0,63000,中山區,房地(土地+建物),25.08224301,121.548168,大直里,32.25,住,NA,NA,1130727,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660113,82.47,0,0,0,無,無,NA,其他增建；,RPOOMLKMQHJGFCA57DA,77.1,5.37,0,無,672,"5號, 北安路595巷, 大直里, 中山區, 下塔悠, 臺北市, 104, 臺灣",2024/7/27,38,29.53175574,27.13465651,31.85285301,0,31.44270951,63000040014,0.189192887,0.610533516,88.17,13147.69,66.22900172,41.14693956,0,0,0,0,1,0,1,0,0,0,26,40,0,11,0,2,0,2,0,26,"c(121.548167970752, 25.0822430127683)",臺北捷運大直站_BR14,336.908191,4753.217839,4956.180652,47
臺北市中山區北安路６０８巷４弄６之１號,23200000,280985,73.36,3000000,63000,中山區,房地(土地+建物)+車位,25.081385,121.549309,成功里,28.59,都市：其他:第三種住宅區。,NA,NA,1130803,土地1建物3車位2,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850216,145.25,2,1,1,有,無,升降平面,含一樓空地專用部份。,RPQNMLNLQHJGFCA97EA,48.01,4.4,3.94,有,NA,"8號, 北安路608巷4弄, 成功里, 中山區, 下塔悠, 臺北市, 104, 臺灣",2024/8/3,39,31.74640425,27.70311906,36.77696314,0,52.83083868,63000040015,0.19829153,0.642493639,84.29,10228.46,55.31865041,28.91283973,0,0,0,0,1,0,1,0,0,0,28,46,0,11,0,2,0,2,0,28,"c(121.549308999232, 25.0813849992498)",臺北捷運大直站_BR14,336.172356,4606.668665,4958.078251,28
臺北市中山區北安路６４３號四樓,27300000,234657,0,0,63000,中山區,房地(土地+建物),25.08619433,121.5507568,北安里,23.66,住,NA,NA,1130803,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751103,116.34,3,2,2,有,無,NA,NA,RPVOMLSJQHJGFCA78DA,104.19,0,8.97,無,112,"機車專用道, 北安里, 中山區, 下塔悠, 臺北市, 10464, 臺灣",2024/8/3,41,31.73309549,27.61707466,36.79446776,0,52.64661814,63000040042,0.1643238,0.569558895,85.76,5229.94,56.861413,40.14945649,0,0,0,0,0,0,1,0,0,0,8,24,0,6,0,1,0,3,0,8,"c(121.550756805621, 25.0861943306986)",臺北捷運劍南路站_BR15,464.5410645,4946.78138,5460.661345,38
臺北市中山區南京東路一段１３２巷１８號九樓之３,25000000,242295,0,1800000,63000,中山區,房地(土地+建物)+車位,25.05097998,121.526923,正義里,15.93,商,NA,NA,1130701,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010109,103.17,2,2,2,有,有,其他,其他增建；,RPQPMLSJPHJGFCA28DA,40.85,14.26,4.3,有,NA,"18號, 南京東路一段132巷, 正義里, 中山區, 南西商圈, 臺北市, 104, 臺灣",2024/7/1,46,29.7638507,27.65360793,34.67718416,38.113673,38.26853541,63000040002,0.120332836,0.480691274,74.36,38755.04,47.75056946,33.45671981,1,0,0,0,0,0,1,0,0,1,60,57,0,6,1,1,0,0,0,60,"c(121.526923031326, 25.050979980757)",臺北捷運松江南京站_G15_O08,620.1193093,1194.757875,1067.795652,12
臺北市中山區南京東路一段１３２巷３０號七樓,12500000,204215,0,0,63000,中山區,房地(土地+建物)+車位,25.05017201,121.52668,正義里,11.3,商,NA,NA,1130715,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910506,61.21,1,1,1,有,有,升降機械,NA,RPSOMLLMPHJGFCA97DA,27.86,0,2.36,有,NA,"28之3號, 南京東路一段132巷, 正義里, 中山區, 南西商圈, 臺北市, 104, 臺灣",2024/7/15,47,31.73889005,28.81518246,35.00984825,0,27.87699126,63000040002,0.120332836,0.480691274,74.36,38755.04,47.75056946,33.45671981,1,0,0,0,0,0,1,0,0,1,54,43,0,6,1,1,0,0,0,54,"c(121.526680039953, 25.0501720072004)",臺北捷運松江南京站_G15_O08,671.1164159,1145.429685,1016.858563,22
臺北市中山區南京東路三段１１８號十二樓之１,19600000,241916,0,0,63000,中山區,房地(土地+建物),25.05162899,121.540316,力行里,6.74,商,NA,NA,1130801,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690325,81.02,0,0,0,無,有,NA,NA,RPXNMLKLQHJGFCA28DA,60.78,0,0,有,NA,"摩斯漢堡, 南京東路三段, 力行里, 中山區, 朱厝崙, 臺北市, 10410, 臺灣",2024/8/1,48,30.568785,26.77987176,35.03310181,0,34.22336408,63000040039,0.179877483,0.597735289,84.91,20471.8,60.46137337,44.50107295,2,1,0,0,0,0,1,0,0,0,55,77,0,11,1,2,0,3,0,55,"c(121.540315971496, 25.0516289915199)",臺北捷運南京復興站_BR11_G16,383.5162274,2524.408265,2394.757634,44
臺北市中山區南京東路三段２２３巷１０號二樓,29500000,255988,0,0,63000,中山區,房地(土地+建物),25.05295199,121.5434082,復華里,20.94,商,NA,NA,1130704,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670926,115.24,3,2,2,有,有,NA,陽台外推；,RPOOMLOJRHJGFCA77DA,84.36,0,17.21,有,NA,"10號, 南京東路三段223巷, 復華里, 中山區, 中崙, 臺北市, 104, 臺灣",2024/7/4,49,30.96165424,27.60091143,35.57583748,0,37.83760662,63000040040,0.183221309,0.603684342,82.52,20053.72,54.92957745,37.99381654,2,1,0,0,0,0,1,0,0,1,68,94,0,14,1,2,0,4,0,68,"c(121.543408223215, 25.0529519911171)",臺北捷運南京復興站_BR11_G16,122.2170352,2859.064154,2729.704973,46
臺北市中山區南京東路三段８９巷２７弄１０號九樓,31380000,258847,0,0,63000,中山區,房地(土地+建物)+車位,25.05372061,121.5382156,復華里,14.92,住,NA,NA,1130704,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061002,121.23,3,2,2,有,有,坡道平面,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPJRHJGFCA18EA,41.9,0,9.47,有,751,"12號, 南京東路三段89巷27弄, 復華里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",2024/7/4,50,30.99494003,27.65480244,35.59670323,0,36.8638924,63000040040,0.183221309,0.603684342,82.52,20053.72,54.92957745,37.99381654,2,1,0,0,0,0,0,0,0,0,55,41,0,9,1,1,0,1,0,55,"c(121.538215634198, 25.0537206116383)",臺北捷運松江南京站_G15_O08,559.0934551,2372.647385,2244.702971,7
臺北市中山區南京東路二段１０８號七樓之１１,17500000,350350,0,0,63000,中山區,房地(土地+建物),25.051839,121.532169,興亞里,3.28,商,NA,NA,1130706,土地3建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,49.95,1,1,1,有,有,NA,NA,RPWNMLSLQHJGFCA98DA,28.88,1.25,3.19,有,NA,"108號, 南京東路二段, 興亞里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",2024/7/6,51,30.62554611,28.33413274,34.91083076,10.3644021,33.85952139,63000040032,0.176772867,0.593216855,81.24,22112.88,57.92964243,40.28258361,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975,1728.485997,1600.285566,14
臺北市中山區南京東路二段１０８號六樓之２１,35000000,341899,38.52,4000000,63000,中山區,房地(土地+建物)+車位,25.051839,121.532169,興亞里,6.24,商,NA,NA,1130719,土地3建物2車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,129.19,1,1,1,有,有,升降平面,臺北市中山區南京東路二段108號6樓之20：1958萬元整內含車位價、臺北市中山區南京東路二段108號6樓之21：1542萬元整。升降平面車位位於地下六層。,RPPNMLMJQHJGFCA47DA,51.54,2.49,6.42,有,NA,"108號, 南京東路二段, 興亞里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",2024/7/19,52,31.6777498,29.03115104,34.65655922,0,42.80119513,63000040032,0.176772867,0.593216855,81.24,22112.88,57.92964243,40.28258361,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975,1728.485997,1600.285566,14
臺北市中山區合江街６９之１號四樓之１,33000000,261324,0,0,63000,中山區,房地(土地+建物),25.05851842,121.5392506,江山里,28.07,商,NA,NA,1130706,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740820,126.28,4,2,2,有,無,NA,陽台外推；其他增建；,RPWOMLLJQHJGFCA18DA,88.38,0,13.71,有,NA,"69之3號, 合江街, 江山里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",2024/7/6,54,30.60389522,28.28589996,34.76790952,6.028833653,33.56665631,63000040029,0.161160852,0.561593084,88.13,35893.3,57.66120217,41.59562841,1,0,0,0,0,0,0,0,0,0,48,59,0,18,0,1,0,0,0,48,"c(121.539250606838, 25.058518423538)",臺北捷運中山國中站_BR12,539.3117171,2669.587559,2547.865333,39
